park_visited,enjoys_most,other_needs,year,anything_to_add
Moose Mountain,water did not drain away from site after rain storm,,2018,
22,It is a great environment to take our young family.     There are always kids the same age to play with.    The overall atmosphere of the park is very quiet and relaxing.      The store down at the main beach could be a little nicer but it works!,,2018,
Duck Mountain,Everything went well,,2018,
Good Spirit,"Love the maintenance crew and how well they do their jobs. The bathrooms however were always in need of cleaning, even after someone would come by to check on them. Always low on paper, messy floors, the showers were the worst.",,2018,Love the interpreters at the park. The programs are always amazing and fun for the whole family. Thank you to both of them!
22,"We enjoy camping at Battlefords provincial park, we were close to washrooms and found the booking was easy to do.",More park activities during the week,2018,
Great Blue,There was a planned power outage with zero communication. All bathrooms were locked without a notice on the door as to why!!,,2018,
Rowans Ravine,site well maintained; some roads need to be upgraded in camp area,,2018,would like to see toilets in all parks to be flush rather than some still being outhouses
Moose Mountain,"I have come to the same park and stayed at the same lake for 40+ years, it has been a family tradition that has been passed down from my parents who my family has been enjoying for years and hopefully for years to come. The changes in online booking and being able to book a 3 week stay and not have to move sites has become harder every year. Yet when you look at the usage of sites many are empty, full service site that I would love to book were not available but sit empty for days. Then there is the the tra",,2018,
Candle Lake,my wife and I enjoyed our time and had a relaxing few days,,2018,
Duck Mountain,"Clean bathrooms, good supply of firewood, sizeable privat treed site, great beach, great store for necessities and ice cream, great walking paths, updated user friendly boat launch near by, a great clear clean water lake!",Sewer and water hook up at all seasonal sites,2018,The only complaint I would mention is the the fire pits seam to have the air holes at the top of the pit. This is not condusive to burning and makes it very difficult to start the fire. The air holes need to be at the bottom of the pit.
Candle Lake,wood is to far away from campsites and even with reservations that we had made prior to arriving took to long to check in. If you have to pay for campsite shouldn't have to pay entry into the park,No Dogs,2018,Reservation site is so backed up on day opening to reserve online. Its hard to get a site. Need more campsites in all parks
Danielson,Everything went as planned,,2018,I would like to have more full service sites available
Great Blue,Campgrounds were clean and well kept.  Beach was clean and raked daily.  Fireworks for Canada Day were great.,,2018,
Great Blue,BECAUSE SINCE WE HAVING BEEN COMING TO GOOD SPIRIT FOR MANY YEARS THERE HAS NOT BEEN ANY IMPROVEMENT IN THE BATHROOM IN BALSAM CAMPGROUND OTHER THAN A NEW SHOWER HEAD FINALLY THIS YEAR.  HONESTLY ONE BATHROOM AND ONE SHOWER FOR ALL OF THE BALSAM CAMPGROUND.  DO YOU NOT THINK YOU COULD MAYBE INVEST SOME MONEY IN THIS AT ALL!!!!   EVERY OTHER CAMPGROUND WE HAVE GONE TO HAVE A LOT BETTER BATHROOMS THAN THIS.  VERY DISAPPOINTING.  A LOT OF PEOPLE THAT ATTEND THIS CAMPGROUND FEEL THE SAME.,More showers and bathrooms in Balsam.  One bathroom and shower not enough in the building.,2018,I am a little baffled about the question about cannabis.  Do we have any say in if it is allowed at a campsite once it is legal in Canada?  I can't really see why this is a question.  I wouldn't want it in the campsite but really do we have a choice?
Danielson,The park is a dark sky preserve and Iâ€™m an astronomer.  Also lots of day time activities.  The park was also very clean and safe.,More information to the general public as to why the park is a designated dark sky preserve.,2018,
Douglas Provincial,"Nice campsite, but had to keep checking the system to see if someone cancelled so we could book in.    Usually all campsite are booked for the weekends.",,2018,
Blackstrap Provincial,"No water due to water main break for a 24 hour period. Also, insufficient shower facilities in the campground we were in.",,2018,
Great Blue,We love Good Spirit and always know what to expect.,,2018,
Duck Mountain,The services at the park are very nice.  Loved using the birch firewood this year.,,2018,
Lac La,Great location & camping sites. Only downfall was that there was a fireban & it was very chilly May long. Nothing that was the fault of the park!,,2018,
Pike Lake,The people and site was excellent,,2018,
Crooked Lake,We didn't care for the campsite (small & too many shrubs that were too close).,,2018,
Narrow Hills,Sites were clean and easy to get in and out.,,2018,
Crooked Lake,Nice park,,2018,
Duck Mountain,There is no electrical service at the group camping site.,Electricity in the group site,2018,
Pike Lake,The park is extremly well maintained.  Bathroom and shower facilities were immaculate.  Will definately book time here next year.,,2018,"Well maintained, clean and fun to be at.  We would like some all service sites especially for longer stays."
Danielson,Great site and not crowded at all.,,2018,
Great Blue,"Bathrooms and showers need cleaning, fixing and updating.  They are the most disappointing issue with the park.",Better shower facilities,2018,The reservation system mashes it very difficult to book a desired site during the desired time needed.
Lac La,"When we got there, there were several campsites that were vacant, when we booked online, it listed them as reserved!","no off leash pets, to many dog owner, with their dogs off leash",2018,
Moose Mountain,It's always so quiet and clean.,,2018,
Crooked Lake,"things went well, had to search a bit to find firewood, found lots after driving around.",,2018,
Candle Lake,The Highway from the #1 TransCanada highway to Buffalo Pound is atrocious,,2018,
Meadow Lake,On line sites need to be updated. Our site was not nearly large enough even tho it said it would hold a unit up to 32 ft. Totally unsatisfactory...especially with slides.,,2018,People that work there should understand how the Que works when booking a site and how hard it is to get one youre satisfied with. It was frustrating to hear one asking us why we didnt get a differwnt site and that we should be checking them out. We have been going there for 20 plus years and it is getting more frustrating Every year!!
Duck Mountain,I have camped there numerous times since I was small.  My kids grew up there and now their children.  I have never seen the crow so horrific in my past trips.  Day and night very annoying.,Advertising for specail events that are happening,2018,Only the fact that we were out when there was a live band playing this year and excellent fireworks going on we could only hear due to lack of advertising.  It's too bad someone wasn't going around informing people of this.
Meadow Lake,Nice hiking trails (though a recent storm flooded one trail and knocked over a large tree on another). Fire wood was nearby and was usually well stocked. Campsite was quite large.,The fire pits are not great. They don't allow enough air flow in compared to other designs.,2018,
Pike Lake,"Campsites were very limited and not marked very clearly. There were also some fallen trees at one site that appeared to be right on one of the campsites - again it was hard to tell because each site was not marked very clearly. Also, there were no bear poles to string up food and other scented items. I've done a lot of backcountry camping, and that surprised me. I found a suitable tree far away from our tent, but not everybody would be prepared or willing to do that.","Bear poles at backcountry camping sites.Food always needs to be stored safely, and with no vehicle nearby to keep it in, bear poles are a real must.",2018,I also stayed at Douglas Provincial Park in early May and I was very impressed with the facilities.
Battlefords,Meh,The roads are far too narrow. They need to be expanded to fit today's size of campers and boats. It is scary to drive on those roads,2018,Canping is a place for children and families to enjoy themselves. There is absolutely no reason there should be drugs available to be used in front of my children.
Danielson,Park has nicely kept sites with sufficient amenities and clean facilities,,2018,
Moose Mountain,Good service and great camp ground.,More full service sites.,2018,
Blackstrap Provincial,Site was as promised,Multi sports court area. Tennis/basketball.,2018,"Enforcement of pets being on short leashes, or leashes all together is insufficient. It would be nice to go camping without dogs barking, ect. Either a ban on pets in campgrounds or have a pets only campground area would be ideal."
Crooked Lake,Shower water not warm enough  Not enough playgrounds or kids activities,More campsites with sewer service. Better wifi,2018,"Need more campsites! Spots fill up too fast and not everyone can book holidays in may. That in turn forces people to reserve dates just in case they can make it and often times later they just cancel and lose their 5 bucks.  Camping is getting more and more popular as people who previously traveled further on their holidays can no longer afford the gas or plane ticket  etc. to do so... So yeah, need more sites and/or more new campgrounds in sk"
Duck Mountain,"The park is not looked after like it used to be.  The gravel parking lot at the entrance of the campground by the Express checking looks like a disaster, it used to beautiful in there with all the trees.",WiFi,2018,"The Seasonal Campsite rages are way too expensive for the services you get.  Also there needs to be enforcement on the rules, people are pushing bush so badly to fit their 5 tents, boats, seadoos, etc..  there is little underbrush left in a lot of the sites due to this.  Do not provide gravel for people as they put it in the bush to make their site bigger!!"
Candle Lake,no pool and the beach was full of bird poop!,spray park,2018,if the pool doesn't get fixed please clean the beaches better.  I like the idea of having the lifejackets close to the lake...great idea.
Good Spirit,We found the site we reserved unsuitable for our new trailer. The staff were friendly and helpful and we were easily able to relocate to a larger site that could accommodate our new travel trailer. The staff are always great and the facilities at Echo are always clean.,Would love to see more pools available. A pool at the top of Echo would be amazing.,2018,"The sites fill up fast, would love to see the parks expand!"
Makwa,It is becoming expensive to camp.,,2018,no
Good Spirit,"Big sites, nice location",,2018,No
Battlefords,"It's a nice place to camp, but could use a few more ammenities",,2018,
Duck Mountain,The cell/internet service was somewhat spotty/slow at the campsite,,2018,
Rowans Ravine,"Nothing special. Lake was kinda gross. Beach rocky. Staff didn't seem to care about their jobs. It was decent but nothing great. May go back, but would only be because it is so close to Saskatoon",Better day programs for children,2018,
Makwa,all went well,,2018,
Duck Mountain,yes,,2018,
Narrow Hills,Been camping here for last 6 years and just like this park,More full service sites,2018,
Moose Mountain,Too many dogs.,,2018,Too many dogs with irresponsible owners. Dogs were in the swimming area and owners weren't cleaning up after them.
Moose Mountain,the overall cleanliness of the campground was very poor,,2018,"Please keep the park clean it is the best there is, and thanks"
Great Blue,We had fun and my family enjoyed the experience.,,2018,
Greenwater,"It is a nice park, just needs new campground washrooms and some street light.",The 4 private stall washrooms that are at Saskatchewan landing Provicial Park.  They are great for families.,2018,Maybe a stay so many nights get a discount program?  Better washrooms at all parks.
Moose Mountain,It was everything we hoped for and more.,,2018,
22,My family enjoys camping and getting away for the weekend.,,2018,
Saskatchewan Landing,COâ€™s were a constant pain in the ass. They seemed to have a problem with everything anyone did.,,2018,Park was great. Clean and friendly. COâ€™s were over policing. They kept â€˜wanting to talk to us.â€™ This got anoying. It didnt matter what we were doing.
Duck Mountain,Our spot was on quite a slope,,2018,Enjoyed our stay.
Moose Mountain,The booking process is the only frustrating part.,,2018,
22,"Very nice campsite, easy to book and lots of trails to walk and large beach",,2018,
Good Spirit,Beautiful and quiet place to be. It would be awesome if the sewer truck would service trailers while they are in the park.,Sewer truck service,2018,I wish seasonal site were more available every season .
Battlefords,We love saskatchewan landing. We would've applied for a seasonal again but funds were tight but always find a way to do a few days of camping,,2018,Please lower the seasonal prices
Douglas Provincial,because it had a nice boat dock,,2018,no
Moose Mountain,"The boat launch is bad, dock was too short and the fire wood was real bad!",Better boat docks,2018,There is a need to have sites that are not booked online!
Moose Mountain,"Beautiful lake and campground, very friendly staff",,2018,
Danielson,It has everything we need. Things for the whole family. Free wood. Free showers. Someone to empty the sewer for a long stay. Tuns of things for the kids to do. Quiet at night. We love cypress hills.,,2018,I wish the reservation system was better. We camp in Warlodge at cypress hills and there are never sites open when you book online but when you are physcially in the campground there are always open sites and it's super annoying when your favorite campsite is booked online yet you walk by it each day you are camping and it is empty.
Rowans Ravine,"Amazing time, beautiful park, friendly staff, everything we needed.",,2018,
Narrow Hills,facilities were clean no assistance cleaning firepit.,,2018,
Saskatchewan Landing,"the park is well cared for, the facilities are always clean and there is usually a great supply of firewood",there is a true & real need for wheelchair accessible sites to be paved/pavers,2018,my brother in law is a quadriplegic in a wheelchair and as mentioned in the past I believe wheelchair accessible site and washrooms need to be more so accessible as in paved or pavers not just across from the washroom with larger doorways
Crooked Lake,group site had no light to see to the bathroom at night .And could use a few more eiectrical sites.,,2018,no
22,Lovely park with excellent hiking trails and it is dog friendly,,2018,"We love your parks, especially after Labour Day"
Meadow Lake,There werent as many Albertans there woth their huge trucks and boats blocking roadways. The campground was quiet again and clean.,"Murray Doell has park staff teaching kids different things on the beach re bears, plant life, etc. Great idea.",2018,Theyre great the way they are.
Candle Lake,No pool,Horseback riding,2018,Was very disappointed that the pool at Buffalo pound was closed all season. This was a main reason for going. I would hope this will be opened back up next season.
Moose Mountain,Great beach.   Quiet campsite.,,2018,
Good Spirit,"the sites were properly groomed before our arrival, there was plenty of wood available for  campfires.  unfortunately the lakes had algae so there was no swimming.",,2018,
Candle Lake,The trip went well and we enjoyed many of the amenities but due to a fire ban we were not able to use the fire pit.,,2018,
Rowans Ravine,Nothing to say.,,2018,
Danielson,Have always camped there and live it,,2018,
Moose Mountain,Fishing at Lac Des Isle Was terrible. Between 14 of us fishing a week we never landed one walleye and very few pike,,2018,If the fishing was as good as the groupsite at Murray Doell our group would be back but due to the terrible fishing we are forced to go elsewhere. Some of our group drive long distances for our weekly fishing vacation and poor fishing is not acceptable.
Blackstrap Provincial,Beach services were closed. Camp office far from most campgrounds.,Late Sunday camping check-out! Wi-Fi. Electric vehicle charging at main beach.,2018,The roads should be paved or the grade reduced in Sunset Ridge.
Great Blue,Everything was as expected and we had a great time.,,2018,Keep up the great work and donâ€™t increase the prices.
Saskatchewan Landing,Everything went fine and we had a good time,,2018,
Lac La,Cleanliness of campsite and common areas. Good golf courses nearby. Available dry wood for burning.,,2018,Feel safe and secure with current enforcement of substance use. Hope legalizing pot will not make the drug visible (or more importantly smellable).
Makwa,Because the attendant was most helpful in assisting us. Your 8oo # was a disaster (yellow phone ) as they had no record of our confirmation nor could they find us by name. She was friendly and able to help out with any questions we had.,Maybe a bit more visable staff in late evening as we had a theft incident.,2018,"When making reservations, your staff should really know park layout.;as a 35 ft motorhome does not fit into a 25 ft. campsite.  Other then the theft issue and poor choice of site for brothers motorhome all of our visits where very enjoyable. You have to do something about your contracting out for reservations. Terrible."
Douglas Provincial,It needs a store.,,2018,I wish there were more dumping stations at all parks and a store at Danielson.
Duck Mountain,"Love camping there, great camping sites, excellent store, great beach, lots of walking.",,2018,All parks need more power sites.
Rowans Ravine,No privacy too open the parks need a upgrade on equipment.,Splash park.  Dog park area.,2018,
Battlefords,Our camp site S35 when we arrived there was garbage and human feces left behind.,Sewer and water at each site or at least 50amp hook up.,2018,
Danielson,"A range of amenities, well cared for campsites, good weather",,2018,
Duck Mountain,All the things we look for in our summer getaway were satisfied.,,2018,"Wonderful to have the log cabin selling local goods and crafts!  I was delighted to purchase a cookbook of local recipes which also contained pictures and history of the area .  This is, btw, our favorite sask park!"
Blackstrap Provincial,Itâ€™s a nice park with good amenities,A store!,2018,I enjoy the park but I think there should be an option to book more than one stay at a time for one reservation fee.
Meadow Lake,Some noise issues and not always clean,,2018,"When I see so many out of province visitors taking advantage of our parks i question why their fees are the same as mine.  As a resident of SK, we pay for the development and upkeep of these great parks/areas.  Why don't out of province visitors pay at a different rate than provincial residents?  I think their park fees/camping fees should be slightly more than residents of SK."
Moose Mountain,I usually camp at Sandy beach for the month of August and was very happy to get a campsite for the month and did not have to move.,,2018,More security on the lake. I saw at least two instances of persons bathing in the lake complete with bar soap or body wash and shampoo. Even bio degradable is not acceptable in my world. There are shower facilities available for bathing with these products.
Rowans Ravine,"Lots to do, clean, lots of staff",,2018,
Greenwater,"The park was great, but we bring two vehicles, and Sask Parks does not have a program as Parks Canada has. With Sask Parks we are forced to buy 2 full price annual passes, with Parks Canada we can purchase an annual pass at regular price and an additional one for $15.00..what a great deal!! This allows us to pull a camper with one vehicle and our boat with the other without breakingb the bank.",A duplicate park pass being available for purchase at a discounted price for a second vehicle,2018,
Danielson,Unable to book sites online for longer stay as it was â€œfullâ€ so we stayed inMaple Creek for two days but then found many empty sites which our trailer would fit in on days trip to cypress.,,2018,
Duck Mountain,Campsite was clean when we arrived.bathrooms were clean,,2018,
Danielson,The online registration led me to believe my campsite would have both electricity and water. The registration staff were bored/indifferent. A number of vendors did not remain open to the end of the September long weekend.,Water AND electricity on sites,2018,
Narrow Hills,Always room for improvement.....we NEVER get selected for seasonal even tho we apply every year.....havenâ€™t got a seasonal for 6 or 7 years....have to pay per night....,Marina ....,2018,Marina ....bigger boat launch...
Moose Mountain,The shower house wasnâ€™t open.   Beautiful park,,2018,
Greenwater,We were there during the damaging storm,90 day site booking instead of booking for the whole season on one day,2018,
Meadow Lake,"Too hard to book site to stay longer , had to move because site was prebooked , pain packing up and moving",Stores restaurants,2018,Go back to 1st come 1st served
Moose Mountain,Young adults had entered into the park around 9:00pm and partied all night long until the early hours of the morning.,,2018,
Duck Mountain,Things were not quite complete in cabin,,2018,
Moose Mountain,Poor wood for campfire  T,,2018,
Pike Lake,"Campground is well kept.  Campers are respectful of others, not loud.  Office staff is very helpful.",,2018,
Greenwater,The park has developed wonderful trails for walking and biking. They're wide and well maintained.  The staff are very accommodating and friendly.,,2018,"We experienced a horrific windstorm July 7 at Great Blue Heron Emma lake. The staff from the park and emergency measures staff worked efficiently,tirelessly to comfort and assure the campers.The devastation and destruction of personal property was extensive. These men and women worked in an organized  manner with dedication and professionalism. The safety and security of the campers was always first. The beautiful forest setting was altered by the winds and we are so saddened that all the love and work they"
Duck Mountain,"Store was open and actually had supplies in it, wood was dry, site was clean, beautiful park",,2018,"The campground office at DMPP never should have been closed, and hours should have stayed the same. It is very inconvenient when you have to drive from the campground all the way back to the admin office to pay and get your park entry pass. That being said, the park gates probably should have stayed open too. The whole set up is inconvenient and unwelcoming."
Danielson,Because it was relaxing and we alwasy love going to Cypress Hills....just wish the weather would have been a little more co-operative!,,2018,no
Crooked Lake,"Very difficult to book consecutive days for our stay, seems like weekends book up sites and then have to move if you want to stay more than 5 days",Introduce the ability to book full weeks -Sunday to Sunday prior to opening up to book partial weeks. This way campsites aren't sitting empty mid week and visitor who want to stay more than 5 days aren't having to pack up and move sites! This is done at some Manitiba parks .,2018,Please look into improving booking system
Narrow Hills,Bathrooms in area we stayed getting tired.  Some days not cleaned as well we are used to in the parks.,In Manitoba there are more parking areas for boats extra vehicles etc to keep congestion off of campsite roads,2018,Facilities like bathrooms including supplies and cleanliness are being taxed because there are bigger and bigger groups in campsites.  Great that so many people are using parks but then more staff needs to be working to deal with large numbers.
Rowans Ravine,"Checkin was quick, we were taken to our site and shown around including the checklist of items that were in the lock box.  We didnâ€™t look inside the tent, wish we would have since it was very dirty and the zipper on the screen door was broken.  Also the camp stove was disgusting, caked in grease and took a lot of paper towels to make it useable for boiling water.  The location of the tent was great, close to the washrooms and was well treed and private.  We were told to call when ready to checkout and som",,2018,
Moose Mountain,"Durning our stay at Murray doell campground the icecream stand staff we loud durning the nigh kept my husband and myself up. We were shocked that the parks ranger was not present to enforce the campsite rules especially considering we saw them throughout the day and usually they are doing there night rounds,  But also surprised that the staff were not following the parks rules. Campers on the hill from the icecream stand all probably heard the noise.",,2018,
Duck Mountain,"The firewood was decent, the sites stayed stable during a lot of rain, bathrooms and showers were satisfactory and the group of friends we meet there every year is awesome! I think the only thing that would be excellent is if the beach was better at our campsite and we didnâ€™t have to drive to the other beach.",,2018,Itâ€™s the highlight of our summer to meet our friends of nearly 20 years at duck mountain. As a family we will be spending more time camping next year at a few other campgrounds too! Itâ€™s the best way for our family to unwind and reconnect.
Rowans Ravine,Nothing special for the price.,,2018,Campsites should not be available to book so early. People book them up and then dont show up. The whole week we were camping the park was fully booked yet a good 25% of the sites were empty. Some sites should be first come first serve or maybe open for booking a month in advance.     Staff were speeding around campsites and not watching for pedestrians.  When I went to office to complain they were very rude!
Duck Mountain,Itâ€™s a great place to camp,,2018,I would like to see the full service sites be given the 30 nights for the price of 21 in May/June like you can book in the electrical sites. Iâ€™d also like to see reduced camping rates in September as well
Rowans Ravine,We love the proximity to Saskatoon but still be at the lake! We pick a site by the laundry so the facilities are close.,,2018,
Pike Lake,"In general, I was satisfied.  However, I had to wait 1 hour to use the shower house on Sunday morning, as it was closed for cleaning.  One hour seems a bit excessive, although I must say, it was nice and clean when I finally did get in.   We got a warning about not having a park pass, although we had a sticker on our window, in the same place as last year.    We inadvertantly parked in the wrong site and had to move part way through our stay.  The park warden was very pleasant and polite. even though it was",,2018,See my previous comments.
Meadow Lake,It is a wonderful camp site. Unfortunately we had to move after 1 week from full service to electrical for 2 weeks and then back to full service for 2 weeks. All because we were unable to register fast enough to get booked for the full time period.   There were other camp sites near us where no one stayed during the week and yet they didn't have to move of course because they got booked in for the whole time period. Doesn't seem right somehow.,Speed bumps going into the park to slow down traffic for walkers and bycicles.  No one goes less than 50 in 30km zones! 15 km zones aren't even considered for slowing down!!!,2018,It would be great to consider a way to allow seniors to have a way to reserve camping for whatever time frame ahead of others to avoid having to move once or more times over the summer. For example you could: Let seniors pay the full price for the summer for a chance to have an early reservation time to book their dates and enjoy the full summer without losing a day each time they have to move. That would be a true way to honor seniors for their contribution to our province as they have been committed to fa
Narrow Hills,Stayed in Lynwood and the bathrooms were disgusting. I had to ask if they were going to clean the bathrooms. The bathrooms need a refresh.,,2018,Update bathrooms in the 300 loop in Douglas. Update bathrooms in Lynwood Campsite at Moose Mountain. Limit number of units/ tents and cars per campsite and enforce it.
Pike Lake,"for our week in june when we called regina, we were told we could not reserve a site in june. only july & aug.  not sept .. we got to the camp late  after the park office closed. we set up some that evening & the rest in the am & just finished setting up to get told we had to move because we are in a reserved site... WHEN WE CALLED WE WERE TOLD WE COULD NOT RESERVE IN JUN OR SEPT..  we had to move to another site.",,2018,hotter n hell in june & aug... frickin cold/wet sept.. ice on the wash basin in the am.
Buffalo Pound,There is only running water in the toilets by the seasonal. The ones by the overfill were full and stunk.  there is no showers and there is never any wood. The biggest thing is half of the campers in the seasonals have Alberta plates and are never there. That should be something that gets looked into more.,Showers and clean washrooms,2018,
Narrow Hills,We were able to get the site we wanted online and our stay was good with no issues.,Better wifi service; hot showers,2018,Quit increasing the price per night. At Moose Mountain especially clean the facilities better like the washrooms compared to Buffalo Pound or Rowanâ€™s Ravine. Buffalo Pound needs a new improved access road to the park...terrible disgrace of a trail into this park.
Douglas Provincial,Itâ€™s average,Pools,2018,
Battlefords,We like the park    It is lacking showers at riverside and a sewer dump station.     The beaches should be groomed more often    It would improve the park by grooming the beach by riverside as well    Ants are very bad.,Power water sewer sites,2018,
Rowans Ravine,It was fine.,,2018,
Rowans Ravine,Everything was good,,2018,
Crooked Lake,Met all of our expectations,,2018,"Absolutely hate the reservation system  Not everyone knows 6 months in advance when their days available to camp are.  You are putting many people at a disadvantage such as farmers, self employed business owners and people caring for elders who donâ€™t know when they are able to get respite.  To me this a form of discrimination.  A certain percentage of all available campsites must remain first come first served to accommodate these people.  The other thing that is really unfair is to see seasonal sites go"
Lac La,Rain,,2018,Less dogs
Blackstrap Provincial,Very well looked after. Good facilities.,Docks for leisure  use.  Not for boats.    Anchored rafts in swimming areas for kids to jump from.  Possible structure with rope swing.,2018,
Narrow Hills,"As a seasonal camper, we had to move sites at the end of August if we wanted to stay longer.    It would be beneficial to have another shower house in the seasonal sites, when a shower stall in the bathroom.",More full service sites,2018,
Pike Lake,"The park office closes early, and there are no self check in options, so you always have to drive back the next day which is not convenient",Wifi,2018,
Great Blue,Our campsite was in the Balsam campground and there is a lack of washrooms with showers in that campground.,,2018,
Rowans Ravine,washrooms tend to run out of toilet paper and showers are not in great working order.,,2018,
Makwa,"We love the north, but the campground in missinipe is very small",,2018,
Good Spirit,Cost,Picnic shelters in group camp sites,2018,
Duck Mountain,"Great campsites, free firewood",,2018,
Duck Mountain,"Beautiful Park that offers So many activities!   Well kept and maintained, and clean!  Friendly and helpful staff.",,2018,"Visit(s) are always Fantastic!  LOVE Madge Lake/Duck Mointain!  Have camped there annually for over 25 years and will continue!    Reservation system, in my opinion, definitely needs to be re-visited with changes made."
Narrow Hills,"Grass was not cut even though it was the July long weekend (one of the busiest in the season) which promoted more ticks.  Also, the site we had did not have adequate packed gravel on the pad resulting in a VERY muddy mess.",more group areas WITH power,2018,Moose Mountain is usually booked up most of the summer so we enjoy trying to camp in the fall after the Labour Day weekend.  The last few years they have closed down Fish Creek campground and squeezed everybody into the smaller campground (Linwood).  It is always full even after the long weekend so you end up with no site anyway.  It would be fine to close the central houses as most people who are in a camper can do without the washrooms.  We would just like to be able to have more choice and a less  densel
Pike Lake,Love this camp ground.  Itâ€™s nice and quiet. No cell service is also a nice bonus.,,2018,
Lac La,"We usually take at least 1 family trip every year. Campsites, facilities and the lake have drawn us back more than once. We also go to Madge Lake and Rowan's Ravine, which is my personal favourite.",More full service sites.,2018,We really enjoy the beach time.
Danielson,"The park is always clean, including the restrooms. Love the free firewood. The walking trails are very good.",,2018,We book every year. Love the fall camping!
Moose Mountain,Enjoyed the camping and had a hassle free booking,,2018,
Duck Mountain,Nice lake,Have different days available to book sites.... can not book Buffalo and Douglas same day,2018,Need to have separate days to book sites in the south   By the time you book st one park the other is all taken  Very discourageing
Battlefords,"Sight was not very spacious....  Some sights are not very level or properly ,  Maintained",Lower rates,2018,
Battlefords,10 plus years and still returning to the beauty of this park,,2018,Need more shower housing in nighthawk and river view camp sites. Having to drive to other camp grounds was not enjoyable
Saskatchewan Landing,"no activity calendar for the park, dog owners who do not pick up after their dog & if they do they throw their doggy bag by a tree and not in garbage containers.",,2018,
Candle Lake,The boat launch was scheduled to be done for this year and it was not.,Zip lines.,2018,"The Canada geese really made a mess on the beach, this year. And I was very disappointed that the boat launch was not fixed. And there should be a extra dock for Kyack's and paddleboards. And as far as I am concerned that there should be no dogs aloud. One of my 2 week stay my neibour had a large dog.  It was growling and barking at my granchildren all the time. When they came to visit.  Also the Conservation Offercers should be walking the park. There was a fight in my next door neighbors campsite. I was s"
Moose Mountain,The only reason we were completely satisfied was we were selected early in the draw to select a camp site and got one we liked.   Previous years not so lucky with camp site selections even though lots of sites sit open for a number of days.,Requie a safe place to park boats and boat trailers not on the roads in the camp sites.,2018,Been coming to Greig lake every year since the late 1960 and have always enjoyed each visit.We find the security very lax .This includes the number of vehicles and boats being parked on the roads in front of camp sites very dangerous for young children and adults.Vehicles. Speeding and traveling one way roads in the wrong direction.We realize that it is very hard to monitor but just thought we would mention it.Thanks for your concern.
Danielson,"We took showers in our trailer and the water burned out skin, not hot water burn but like a chemical burn. Once we got home, we both got infections, we can only surmise from the water. This is not the first time that the chemical in the water was so strong that it burned the skin, this time it was pretty bad. We aren't going back to the park any time soon due to the water quality. We've never had this anywhere else. It's too bad, because this is our fav park.",,2018,
Pike Lake,Beautiful quiet clean pet friendly site,,2018,
Narrow Hills,Very good site and facilities,Wifi,2018,
Blackstrap Provincial,No answer,,2018,
Duck Mountain,The site was an adequate size and the park was well taken care of,,2018,
Danielson,"There were some other campers that were parked in our site when we arrived at the campground and it took a bit to get it straightened out, we eventually took another site but the next day the wardens came around and wondered why we in the wrong campsite but finally realized what had happened. If they would have been checking the campground they would have realized the people in our campsite had been in the wrong site for an entire week",,2018,
Duck Mountain,Would have been nice to have full service but was not available. It was a decent walk to washrooms/showers.,,2018,
Danielson,"Well maintained, very well looked after, and very happy to see security out and about.",,2018,"REALLY DISAPPOINTED with the way trees are being cut down with the reason being a bigger fire suppression area. Then one area being leveled and native material being removed. I thought that parks were supposed to be a place where native vegetation and wild life are protected. What is happening here is not acceptable    Also I have a complaint about the Star Party. Since when is it okay for a group to take over a public campground for a week? They wanted a place to build an observatory, fine that's a good th"
Buffalo Pound,Out of your control but the roads there were very bad. Made it so we did not go back,,2018,
Duck Mountain,"Beautiful, well taken care of campground",,2018,"Disappointed in our favourite campground, Duck Montain this year. Washrooms not clean, hardly any park security driving around. Music blasting way past midnight. I did call Parks and the response was very fast, thank you for that, but in other parks park rangers were driving by almost every hour checking if everything was ok. At Duck Mountain we hardly saw them.  It is beautiful Park with amazing amount of wildlife, should be better taken care of"
Meadow Lake,"The site was pretty much what the pictures on the internet described. Never used the beaches, but they did look inviting",,2018,Would like to see the parks open until the end of Sept. Full price with full services or half price with limited services.  A Seniors discount would be nice for the camp site
Candle Lake,I was accomodated at the gate as a drop in but had to move to a different site for the second night,"swimming pool with slide (Pike Lake), year round cabin rentals, winter skiing and snow boarding, restaurant",2018,It would be lovely to see more initiative put forward by the parks to encourage less seasonal booking to allow options to people who can not forsee the days off they will be granted by their employers. Allow more spaces for full hook ups or 2 night stays in electrical spots for the weekend adventurer
Saskatchewan Landing,No sewer no water The road is and was terrible. Half the time the outhouse doors were locked wtf.,A paved road---full service sites.,2018,Not Yet.
Lac La,K,,2018,No
Great Blue,Great services and beautiful park.,,2018,
Battlefords,Park cleanliness in washrooms was unsatisfactory . Shower houses need to be cleaned more than once a day. Often showers were out of service. Our campsite was beside outhouse/washroom we watched the 2 staff clean 2 bathrooms and timed them. On average they spent 1:30 to clean to bathrooms. Basically they added toilet paper and paper towel to the bathrooms.,Regular cleaning procedures- Cypress. Activities calendar is very weak and limited.,2018,We can do better!!
Good Spirit,good to get out into the nature,wifi,2018,
Lac La,Would like to see a better restaurant at the beach.,,2018,No comment at this time.  The experience was positive.
Greenwater,Very quiet camp and the sites were very private & spacious,,2018,
Buffalo Pound,First time staying at Peck Lake and we werent used to not having a store closer to us or hiking trails.,,2018,All parks should have showers.
